id,date,timestamp,level,status,method,host,pathname,event_message,headers,regions,log_type,latency,log_count,logs,auth_user
b2c19fe2-c988-41c3-a11f-ffb60bb35053,"""2026-07-17T14:47:32.415Z""",2026-07-17T14:47:32.415759,success,200,,,,"Successfully connected to PostgreSQL 17.6 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 15.2.0, 64-bit",{},[],postgrest,0,null,[],null
b8181639-f28e-4b95-a0e4-fb540917f5ea,"""2026-07-17T14:47:32.415Z""",2026-07-17T14:47:32.415759,success,200,,,,Connection Pool initialized with a maximum size of 10 connections,{},[],postgrest,0,null,[],null
0c2be60b-2a9f-40c5-a1de-662713f9f4e7,"""2026-07-17T14:47:32.405Z""",2026-07-17T14:47:32.405244,success,200,,,,Attempting to reconnect to the database in 32 seconds...,{},[],postgrest,0,null,[],null
4a1bd7f3-a96f-44ac-9734-34d204cc5d0b,"""2026-07-17T14:47:00.403Z""",2026-07-17T14:47:00.403919,success,200,,,,"Failed to load the schema cache using db-schemas=pg_pgrst_no_exposed_schemas and db-extra-search-path=public,extensions. {""code"":""3F000"",""details"":null,""hint"":null,""message"":""schema \""pg_pgrst_no_exposed_schemas\"" does not exist""}",{},[],postgrest,0,null,[],null
875d1c94-b2d8-405e-a64b-0c7f4d3fda4d,"""2026-07-17T14:47:00.391Z""",2026-07-17T14:47:00.391110,success,200,,,,Config reloaded,{},[],postgrest,0,null,[],null
df5909c3-a091-45fa-acfc-b6487d2aa358,"""2026-07-17T14:47:00.383Z""",2026-07-17T14:47:00.383668,success,200,,,,"Successfully connected to PostgreSQL 17.6 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 15.2.0, 64-bit",{},[],postgrest,0,null,[],null
6c8b547b-26a6-447c-91d4-4e2e3dc270b6,"""2026-07-17T14:47:00.383Z""",2026-07-17T14:47:00.383668,success,200,,,,Connection Pool initialized with a maximum size of 10 connections,{},[],postgrest,0,null,[],null
95d0b1ec-02ab-41a4-8fea-af81b94d4b38,"""2026-07-17T14:47:00.372Z""",2026-07-17T14:47:00.372760,success,200,,,,Attempting to reconnect to the database in 32 seconds...,{},[],postgrest,0,null,[],null
bcb4277a-fec4-452b-b1e4-f41cbb15a591,"""2026-07-17T14:46:28.371Z""",2026-07-17T14:46:28.371460,success,200,,,,"Failed to load the schema cache using db-schemas=pg_pgrst_no_exposed_schemas and db-extra-search-path=public,extensions. {""code"":""3F000"",""details"":null,""hint"":null,""message"":""schema \""pg_pgrst_no_exposed_schemas\"" does not exist""}",{},[],postgrest,0,null,[],null
899c2879-d635-4ce1-a4fc-676dfbc63fa4,"""2026-07-17T14:46:28.358Z""",2026-07-17T14:46:28.358324,success,200,,,,Config reloaded,{},[],postgrest,0,null,[],null
fba3ec62-6bec-4eca-975e-49b5159a9366,"""2026-07-17T14:46:28.351Z""",2026-07-17T14:46:28.351041,success,200,,,,"Successfully connected to PostgreSQL 17.6 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 15.2.0, 64-bit",{},[],postgrest,0,null,[],null
c6204bbf-bb66-4fc2-8c8a-5a89a096f3ab,"""2026-07-17T14:46:28.351Z""",2026-07-17T14:46:28.351041,success,200,,,,Connection Pool initialized with a maximum size of 10 connections,{},[],postgrest,0,null,[],null
855cf23e-9b76-4be5-9f26-025b6d1bd07a,"""2026-07-17T14:46:28.340Z""",2026-07-17T14:46:28.340006,success,200,,,,Attempting to reconnect to the database in 32 seconds...,{},[],postgrest,0,null,[],null
49b3a599-9a9f-415a-9851-69caad83ae90,"""2026-07-17T14:45:56.338Z""",2026-07-17T14:45:56.338298,success,200,,,,"Failed to load the schema cache using db-schemas=pg_pgrst_no_exposed_schemas and db-extra-search-path=public,extensions. {""code"":""3F000"",""details"":null,""hint"":null,""message"":""schema \""pg_pgrst_no_exposed_schemas\"" does not exist""}",{},[],postgrest,0,null,[],null
018ccdc7-c059-4a08-b0e9-edf846a9c1b4,"""2026-07-17T14:45:56.325Z""",2026-07-17T14:45:56.325238,success,200,,,,Config reloaded,{},[],postgrest,0,null,[],null
05c463eb-ea99-4c2b-aab7-597449da0457,"""2026-07-17T14:45:56.317Z""",2026-07-17T14:45:56.317637,success,200,,,,Connection Pool initialized with a maximum size of 10 connections,{},[],postgrest,0,null,[],null
40ae5959-f132-4f81-8606-2b2a4a30302b,"""2026-07-17T14:45:56.317Z""",2026-07-17T14:45:56.317637,success,200,,,,"Successfully connected to PostgreSQL 17.6 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 15.2.0, 64-bit",{},[],postgrest,0,null,[],null
02a15320-b08d-4b91-9a38-eed068b7a387,"""2026-07-17T14:45:56.306Z""",2026-07-17T14:45:56.306749,success,200,,,,Attempting to reconnect to the database in 32 seconds...,{},[],postgrest,0,null,[],null
1550aa2c-ed08-45ce-aadd-64b951e374a5,"""2026-07-17T14:45:24.305Z""",2026-07-17T14:45:24.305198,success,200,,,,"Failed to load the schema cache using db-schemas=pg_pgrst_no_exposed_schemas and db-extra-search-path=public,extensions. {""code"":""3F000"",""details"":null,""hint"":null,""message"":""schema \""pg_pgrst_no_exposed_schemas\"" does not exist""}",{},[],postgrest,0,null,[],null
ff7dc6c9-24ec-4981-9a4a-3f665d159cdc,"""2026-07-17T14:45:24.292Z""",2026-07-17T14:45:24.292105,success,200,,,,Config reloaded,{},[],postgrest,0,null,[],null
e41729bc-7f24-4aed-ac6f-de6c3da76170,"""2026-07-17T14:45:24.284Z""",2026-07-17T14:45:24.284760,success,200,,,,"Successfully connected to PostgreSQL 17.6 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 15.2.0, 64-bit",{},[],postgrest,0,null,[],null
187e9ce6-aa6a-482f-860f-5d46839334a9,"""2026-07-17T14:45:24.284Z""",2026-07-17T14:45:24.284760,success,200,,,,Connection Pool initialized with a maximum size of 10 connections,{},[],postgrest,0,null,[],null
92e52cff-c540-4c91-9d03-e5e5fc533c51,"""2026-07-17T14:45:24.273Z""",2026-07-17T14:45:24.273704,success,200,,,,Attempting to reconnect to the database in 32 seconds...,{},[],postgrest,0,null,[],null
8e80caba-c403-4c19-9321-b610101b264c,"""2026-07-17T14:44:52.271Z""",2026-07-17T14:44:52.271733,success,200,,,,"Failed to load the schema cache using db-schemas=pg_pgrst_no_exposed_schemas and db-extra-search-path=public,extensions. {""code"":""3F000"",""details"":null,""hint"":null,""message"":""schema \""pg_pgrst_no_exposed_schemas\"" does not exist""}",{},[],postgrest,0,null,[],null
1d7abdc9-2fb6-4f33-9bc0-dbf66a2c9962,"""2026-07-17T14:44:52.258Z""",2026-07-17T14:44:52.258813,success,200,,,,Config reloaded,{},[],postgrest,0,null,[],null
54a17fee-85bf-444f-a0af-c09daacac360,"""2026-07-17T14:44:52.251Z""",2026-07-17T14:44:52.251292,success,200,,,,"Successfully connected to PostgreSQL 17.6 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 15.2.0, 64-bit",{},[],postgrest,0,null,[],null
31c3c6cd-3cda-4abf-9bf2-72c6a826278a,"""2026-07-17T14:44:52.251Z""",2026-07-17T14:44:52.251292,success,200,,,,Connection Pool initialized with a maximum size of 10 connections,{},[],postgrest,0,null,[],null
b1659a92-66d1-4da2-89e7-b4456d2b5528,"""2026-07-17T14:44:52.240Z""",2026-07-17T14:44:52.240477,success,200,,,,Attempting to reconnect to the database in 32 seconds...,{},[],postgrest,0,null,[],null
